Total score,How aware are you of the context?,How aware are you of the context? [Score],How aware are you of the context? [Feedback],Do you think the image given above is a deepfake?,Do you think the image given above is a deepfake? [Score],Do you think the image given above is a deepfake? [Feedback],How aware are you of the context?,How aware are you of the context? [Score],How aware are you of the context? [Feedback],Do you think the image given above is a deepfake?,Do you think the image given above is a deepfake? [Score],Do you think the image given above is a deepfake? [Feedback],How aware are you of the context?,How aware are you of the context? [Score],How aware are you of the context? [Feedback],Do you think the image given above is a deepfake?,Do you think the image given above is a deepfake? [Score],Do you think the image given above is a deepfake? [Feedback],How aware are you of the context?,How aware are you of the context? [Score],How aware are you of the context? [Feedback],Do you think the image given above is a deepfake?,Do you think the image given above is a deepfake? [Score],Do you think the image given above is a deepfake? [Feedback],How aware are you of the context?,How aware are you of the context? [Score],How aware are you of the context? [Feedback],Do you think the image given above is a deepfake?,Do you think the image given above is a deepfake? [Score],Do you think the image given above is a deepfake? [Feedback],How aware are you of the context?,How aware are you of the context? [Score],How aware are you of the context? [Feedback],Do you think the image given above is a deepfake?,Do you think the image given above is a deepfake? [Score],Do you think the image given above is a deepfake? [Feedback],How aware are you of the context?,How aware are you of the context? [Score],How aware are you of the context? [Feedback],Do you think this is a deepfake?,Do you think this is a deepfake? [Score],Do you think this is a deepfake? [Feedback],How aware are you of the context?,How aware are you of the context? [Score],How aware are you of the context? [Feedback],Do you think this is a deepfake?,Do you think this is a deepfake? [Score],Do you think this is a deepfake? [Feedback],How aware are you of the context?,How aware are you of the context? [Score],How aware are you of the context? [Feedback],Do you think this is a deepfake?,Do you think this is a deepfake? [Score],Do you think this is a deepfake? [Feedback],How aware are you of the context?,How aware are you of the context? [Score],How aware are you of the context? [Feedback],Do you think this is a deepfake?,Do you think this is a deepfake? [Score],Do you think this is a deepfake? [Feedback],Do you think the use of deepfake technology should be regulated by law? Why or why not?,Do you think the use of deepfake technology should be regulated by law? Why or why not? [Score],Do you think the use of deepfake technology should be regulated by law? Why or why not? [Feedback],"In what situations (if any) do you believe deepfake technology can be ethically used? (e.g., entertainment, education, politics, etc.)  For example, by informing the users beforehand  and for societal benefits such as promoting harmony and unity.","In what situations (if any) do you believe deepfake technology can be ethically used? (e.g., entertainment, education, politics, etc.)  For example, by informing the users beforehand  and for societal benefits such as promoting harmony and unity. [Score]","In what situations (if any) do you believe deepfake technology can be ethically used? (e.g., entertainment, education, politics, etc.)  For example, by informing the users beforehand  and for societal benefits such as promoting harmony and unity. [Feedback]","Can deepfake technology be a tool for creativity and innovation, such as bringing historical figures to life for educational purposes or enhancing storytelling in films? Where do you draw the line between ethical and unethical use?","Can deepfake technology be a tool for creativity and innovation, such as bringing historical figures to life for educational purposes or enhancing storytelling in films? Where do you draw the line between ethical and unethical use? [Score]","Can deepfake technology be a tool for creativity and innovation, such as bringing historical figures to life for educational purposes or enhancing storytelling in films? Where do you draw the line between ethical and unethical use? [Feedback]","What could be some advantages  of using deepfakes, given a specific context? Give examples.","What could be some advantages  of using deepfakes, given a specific context? Give examples. [Score]","What could be some advantages  of using deepfakes, given a specific context? Give examples. [Feedback]",According to you what are some serious negative consequences of using deepfakes? Give examples.,According to you what are some serious negative consequences of using deepfakes? Give examples. [Score],According to you what are some serious negative consequences of using deepfakes? Give examples. [Feedback]
8.00 / 10,I am highly aware.,-- / 0,,No,0.00 / 1,,I am highly aware.,-- / 0,,Yes,1.00 / 1,,I am not aware,-- / 0,,Yes,1.00 / 1,,I am moderately aware,-- / 0,,No,0.00 / 1,,I am moderately aware,-- / 0,,No,1.00 / 1,,I am moderately aware,-- / 0,,No,1.00 / 1,,I am not aware,-- / 0,,Yes,1.00 / 1,,I am not aware,-- / 0,,Yes,1.00 / 1,,I am not aware,-- / 0,,No,1.00 / 1,,I am not aware,-- / 0,,No,1.00 / 1,,yes it should be regulated because it disturbs the society by spreading false information,-- / 0,,for bringing historical figures to life for educational purposes,-- / 0,,it should not be used for tampering the available information,-- / 0,,we can use them for educational purposes,-- / 0,,we cannot differenciate between true and false information,-- / 0,
7.00 / 10,I am moderately aware.,-- / 0,,No,0.00 / 1,,I am moderately aware,-- / 0,,Yes,1.00 / 1,,I am not aware,-- / 0,,No,0.00 / 1,,I am not aware,-- / 0,,Yes,1.00 / 1,,I am moderately aware,-- / 0,,No,1.00 / 1,,I am highly aware,-- / 0,,No,1.00 / 1,,I am not aware,-- / 0,,Yes,1.00 / 1,,I am not aware,-- / 0,,No,0.00 / 1,,I am not aware,-- / 0,,No,1.00 / 1,,I am not aware,-- / 0,,No,1.00 / 1,,"No, as it very much harms the user to which the deepfake is made. It can seriously damage the dignity of it and also will increase scams",-- / 0,,"It can be used to edit a picture, create a funny meme, storytelling to kids, etc",-- / 0,,"Yes, The line will be drawn when deepfake is used for harming others in any way",-- / 0,,"Entertainment, storytelling, editing, etc",-- / 0,,"leaking the fake pictures of people, scam calls by using fake voice",-- / 0,
5.00 / 10,I am moderately aware.,-- / 0,,No,0.00 / 1,,I am moderately aware,-- / 0,,Yes,1.00 / 1,,I am moderately aware,-- / 0,,Yes,1.00 / 1,,I am moderately aware,-- / 0,,No,0.00 / 1,,I am moderately aware,-- / 0,,No,1.00 / 1,,I am moderately aware,-- / 0,,Yes,0.00 / 1,,I am not aware,-- / 0,,Yes,1.00 / 1,,I am moderately aware,-- / 0,,No,0.00 / 1,,I am not aware,-- / 0,,No,1.00 / 1,,I am not aware,-- / 0,,Yes,0.00 / 1,,Yes,-- / 0,,In education ,-- / 0,,No,-- / 0,,For new ideas,-- / 0,,"The content is always not human made ,so it may not show ethics",-- / 0,
8.00 / 10,I am highly aware.,-- / 0,,Yes,1.00 / 1,,I am moderately aware,-- / 0,,Yes,1.00 / 1,,I am moderately aware,-- / 0,,Yes,1.00 / 1,,I am not aware,-- / 0,,Yes,1.00 / 1,,I am highly aware,-- / 0,,No,1.00 / 1,,I am highly aware,-- / 0,,No,1.00 / 1,,I am not aware,-- / 0,,No,0.00 / 1,,I am not aware,-- / 0,,Yes,1.00 / 1,,I am not aware,-- / 0,,No,1.00 / 1,,I am not aware,-- / 0,,Yes,0.00 / 1,,It should regulated because there is a scope of a lot of illegal activities  that can happen without the consent of the actual person.,-- / 0,,"In the movie industry, for filming dangerous stunt scenes where a stuntman does the scene and the face of the actor could be deepfaked on the stuntman.",-- / 0,,Yes but only historical figures in an ethical manner.,-- / 0,,"In a cosmetic clinic, before doing a plastic surgery the patient can check what they would look like after the surgery.",-- / 0,,"Creating deepfakes of persons without their consent, in a vulnerable scenario which threatens their dignity as human being.",-- / 0,
6.00 / 10,I am not aware.,-- / 0,,Yes,1.00 / 1,,I am highly aware.,-- / 0,,Yes,1.00 / 1,,I am not aware,-- / 0,,No,0.00 / 1,,I am highly aware,-- / 0,,Yes,1.00 / 1,,I am highly aware,-- / 0,,No,1.00 / 1,,I am highly aware,-- / 0,,Yes,0.00 / 1,,I am highly aware,-- / 0,,Yes,1.00 / 1,,I am moderately aware,-- / 0,,No,0.00 / 1,,I am not aware,-- / 0,,No,1.00 / 1,,I am moderately aware,-- / 0,,Yes,0.00 / 1,,Yes I think deepfake technology should be regulated by law as it is slowly becoming more tricky to differentiate between real and deepfake data,-- / 0,,"In education, like if we need to show a simulation but there is no real life data which is present we can use generated data",-- / 0,,"Yes, deepfake can be used in an ethical way as long as the person who uses this technology is ethical. When it comes to education or entertainment, using such technology is fine, but if it is used to spread false news or scamming, then it becomes dangerous",-- / 0,,"Simulating a rocket landing on the moon or mars, using real physics. This can actually give valuable insights to people who are working to make it reality",-- / 0,,"Deepfakes can be used to spread false sometimes harmful news about a famous person, or change someones viewpoint if it is related to politics. These are dangerous consequences as they can lead to people taking the wrong decisions ultimately leading to a loss.",-- / 0,
4.00 / 10,I am moderately aware.,-- / 0,,No,0.00 / 1,,i am not aware,-- / 0,,Yes,1.00 / 1,,I am not aware,-- / 0,,No,0.00 / 1,,I am not aware,-- / 0,,Yes,1.00 / 1,,I am moderately aware,-- / 0,,Yes,0.00 / 1,,I am moderately aware,-- / 0,,No,1.00 / 1,,I am not aware,-- / 0,,Yes,1.00 / 1,,I am not aware,-- / 0,,No,0.00 / 1,,I am not aware,-- / 0,,Yes,0.00 / 1,,I am not aware,-- / 0,,Yes,0.00 / 1,,Yes it should be highly regulated by law and there should exist authorities which monitor misuse of this technology since it can be used in wrong and unintended ways and create problems for innocent people.,-- / 0,,The technology can be used for entertainment. It should be avoided for sensitive situations such as politics. Also any person being involved in the technology should offer his/her consent.,-- / 0,,"Yes it can be used to for better education. However the line between ethical and unethical use is very thin and it will be dynamic. There might be situation considered ethical today but unethical in the future. Also with the use of technologies, new unethical uses can be created so the line will keep changing.",-- / 0,,"It can have several advantages in education. It can be used for better visualization, understanding and unlocking teaching methods not possible with blackboard and chalk.",-- / 0,,"It can be used to create fake images/videos/audios to manipulate people. For example, images of famous celebrities using drugs can be created which will promote drugs.",-- / 0,
6.00 / 10,I am moderately aware.,-- / 0,,Yes,1.00 / 1,,i am not aware,-- / 0,,Yes,1.00 / 1,,I am not aware,-- / 0,,No,0.00 / 1,,I am moderately aware,-- / 0,,Yes,1.00 / 1,,I am not aware,-- / 0,,Yes,0.00 / 1,,I am highly aware,-- / 0,,No,1.00 / 1,,I am not aware,-- / 0,,Yes,1.00 / 1,,I am not aware,-- / 0,,No,0.00 / 1,,I am not aware,-- / 0,,Yes,0.00 / 1,,I am not aware,-- / 0,,No,1.00 / 1,,"NO, its indirectly forcing a person to say stuff he which he doesn't want to ",-- / 0,,It might be helpful in educational field . ,-- / 0,,"Yes , the content should be limited to education purpose and shouldn't enter into the field of adult stuff or using them to abuse other nations ethics ",-- / 0,,Using it to create a picture of Shivaji maharaj and telling the people or students his historical tales as an inspirational story ,-- / 0,,"used as a blackmailing source against people, its like that person didn't do a thing but using deepfake we create images which look like he was doing it (some not good activity like physically abusing people or animal )",-- / 0,
8.00 / 10,I am highly aware.,-- / 0,,Yes,1.00 / 1,,I am highly aware.,-- / 0,,No,0.00 / 1,,I am moderately aware,-- / 0,,Yes,1.00 / 1,,I am not aware,-- / 0,,Yes,1.00 / 1,,I am highly aware,-- / 0,,No,1.00 / 1,,I am highly aware,-- / 0,,No,1.00 / 1,,I am not aware,-- / 0,,Yes,1.00 / 1,,I am moderately aware,-- / 0,,Yes,1.00 / 1,,I am not aware,-- / 0,,No,1.00 / 1,,I am not aware,-- / 0,,Yes,0.00 / 1,,"it should be. It can be used to impersonate famous people, or even close relations. Specially people who are not much known to the technology world.",-- / 0,,politics,-- / 0,,Definitely. It can be used to teach and let the upcoming generation know about historical figures and personalities in a fun way.,-- / 0,,"Deepfakes can be used for use of imagination to create fictional ideas of people, more in the entertainment sense.",-- / 0,,"Most people being unaware of the minute differences between a deepfake and a real incident, would instantly believe it. Can be used to spread false propaganda about a specific person",-- / 0,
5.00 / 10,I am moderately aware.,-- / 0,,No,0.00 / 1,,i am not aware,-- / 0,,No,0.00 / 1,,I am not aware,-- / 0,,No,0.00 / 1,,I am not aware,-- / 0,,Yes,1.00 / 1,,I am not aware,-- / 0,,No,1.00 / 1,,I am not aware,-- / 0,,No,1.00 / 1,,I am not aware,-- / 0,,No,0.00 / 1,,I am not aware,-- / 0,,Yes,1.00 / 1,,I am not aware,-- / 0,,No,1.00 / 1,,I am not aware,-- / 0,,Yes,0.00 / 1,,it should be regulated since its getting too good ,-- / 0,,it should not be used ,-- / 0,,this is a good example for this case it can should be considered ethical ,-- / 0,,to improve education,-- / 0,,s,-- / 0,
4.00 / 10,I am moderately aware.,-- / 0,,Yes,1.00 / 1,,i am not aware,-- / 0,,No,0.00 / 1,,I am not aware,-- / 0,,No,0.00 / 1,,I am not aware,-- / 0,,Yes,1.00 / 1,,I am not aware,-- / 0,,No,1.00 / 1,,I am moderately aware,-- / 0,,Yes,0.00 / 1,,I am not aware,-- / 0,,Yes,1.00 / 1,,I am moderately aware,-- / 0,,No,0.00 / 1,,I am not aware,-- / 0,,Yes,0.00 / 1,,I am not aware,-- / 0,,Yes,0.00 / 1,,Yes it should be.It is very easy to missuse this technology for illegal acts.,-- / 0,,Educational purposes.,-- / 0,,The line between ethical and unethical is very fine so it should be heavily regulated,-- / 0,,education.,-- / 0,,Scams and Scandlas,-- / 0,
8.00 / 10,I am moderately aware.,-- / 0,,Yes,1.00 / 1,,I am moderately aware,-- / 0,,Yes,1.00 / 1,,I am not aware,-- / 0,,No,0.00 / 1,,I am not aware,-- / 0,,No,0.00 / 1,,I am moderately aware,-- / 0,,No,1.00 / 1,,I am moderately aware,-- / 0,,No,1.00 / 1,,I am moderately aware,-- / 0,,Yes,1.00 / 1,,I am moderately aware,-- / 0,,Yes,1.00 / 1,,I am not aware,-- / 0,,No,1.00 / 1,,I am not aware,-- / 0,,No,1.00 / 1,,yes. because deepfake technology may deceive people,-- / 0,,entertainment,-- / 0,,yes,-- / 0,,take photos,-- / 0,,deceiving people,-- / 0,
7.00 / 10,I am not aware.,-- / 0,,No,0.00 / 1,,I am highly aware.,-- / 0,,No,0.00 / 1,,I am moderately aware,-- / 0,,No,0.00 / 1,,I am highly aware,-- / 0,,Yes,1.00 / 1,,I am highly aware,-- / 0,,No,1.00 / 1,,I am highly aware,-- / 0,,No,1.00 / 1,,I am not aware,-- / 0,,Yes,1.00 / 1,,I am not aware,-- / 0,,Yes,1.00 / 1,,I am not aware,-- / 0,,No,1.00 / 1,,I am not aware,-- / 0,,No,1.00 / 1,,Yes it should be regulated by the law as it could effect security and privacy of individuals,-- / 0,,"Deepfake technology can be used ethically when applied with transparency, consent, and for positive purposes such as education, entertainment, accessibility, and cultural preservation. For example, it can recreate historical figures for classrooms, de-age actors in films, or provide synthetic voices for people with disabilities, as long as viewers are informed that it is AI-generated.",-- / 0,,"es, deepfake technology can absolutely be a tool for creativity and innovation—for instance, bringing historical figures to life in classrooms to make learning more engaging.",-- / 0,,"Deepfakes can offer clear advantages when applied in the right context. For example:
Education: Teachers could use deepfakes to recreate historical figures like Einstein or Rani Lakshmi Bai delivering speeches, making lessons more engaging and memorable for students.",-- / 0,,"Some serious negative consequences of deepfakes include the spread of misinformation and fake news, such as fabricating political speeches or events to mislead the public. They can also cause character assassination and reputational harm, for example, creating false videos of public figures engaging in scandals.",-- / 0,
8.00 / 10,I am not aware.,-- / 0,,Yes,1.00 / 1,,i am not aware,-- / 0,,Yes,1.00 / 1,,I am not aware,-- / 0,,Yes,1.00 / 1,,I am not aware,-- / 0,,No,0.00 / 1,,I am not aware,-- / 0,,No,1.00 / 1,,I am highly aware,-- / 0,,No,1.00 / 1,,I am moderately aware,-- / 0,,Yes,1.00 / 1,,I am not aware,-- / 0,,No,0.00 / 1,,I am not aware,-- / 0,,No,1.00 / 1,,I am not aware,-- / 0,,No,1.00 / 1,,"Yes,I do think that it should be regulated because it crosses ethical boundries.",-- / 0,,it can be used in the education industry ethically.,-- / 0,,yes it can bring in new ideas and inspiration when it gets too personal we have to limit it,-- / 0,,deepfakes can be used to promote harmony among nations if utilized in a proper way,-- / 0,,"It has the power to change reality,to change truth by manipulating it.
example-PM said that we should become atmanirbhar bharat the opposition can easily mapinulate and convert it",-- / 0,
8.00 / 10,I am moderately aware.,-- / 0,,Yes,1.00 / 1,,i am not aware,-- / 0,,Yes,1.00 / 1,,I am not aware,-- / 0,,Yes,1.00 / 1,,I am not aware,-- / 0,,Yes,1.00 / 1,,I am moderately aware,-- / 0,,No,1.00 / 1,,I am moderately aware,-- / 0,,No,1.00 / 1,,I am not aware,-- / 0,,Yes,1.00 / 1,,I am moderately aware,-- / 0,,No,0.00 / 1,,I am not aware,-- / 0,,Yes,0.00 / 1,,I am moderately aware,-- / 0,,No,1.00 / 1,,"Yes, The use of deepfake should be regulated because it can have severe implications if used wrongly. Someone can create a deepfake of someone doing something illegal or create fake evidences for a law suit and with advanced technology it becomes increasingly difficult to differentiate hence it is better to regulate.",-- / 0,,"It can be also used ethically to create educational content, a short film with some social message.",-- / 0,,"Yes ! Deepfake will be very useful in bringing historical figures to life making a heavy subject lite, interactive and interesting. The only line between ethical and unethical use is the intention of the use of deepfake. If it is to harm someone then definitely it is unethical.",-- / 0,,"DeepFake can be used extensively in educational purposes. Especially subjects like history.
Also it can be used to picturize hard social concepts to make them understandable to rural and less informed people.",-- / 0,,Someone creating a deepfake of a famous personality promoting harmful substance or wrong social message.,-- / 0,
7.00 / 10,I am not aware.,-- / 0,,No,0.00 / 1,,I am moderately aware,-- / 0,,No,0.00 / 1,,I am not aware,-- / 0,,Yes,1.00 / 1,,I am moderately aware,-- / 0,,No,0.00 / 1,,I am moderately aware,-- / 0,,No,1.00 / 1,,I am moderately aware,-- / 0,,No,1.00 / 1,,I am moderately aware,-- / 0,,Yes,1.00 / 1,,I am moderately aware,-- / 0,,Yes,1.00 / 1,,I am moderately aware,-- / 0,,No,1.00 / 1,,I am moderately aware,-- / 0,,No,1.00 / 1,,"Yes , or it would be an disaster differentiating real and unreal for some fields ",-- / 0,,"Education , Therapy",-- / 0,,"If each historical figure is given only an certain role such as if you dont turn the character like from literal good to bad or bad to good , I think that’s fine",-- / 0,,Like studying from someone who you idolise ,-- / 0,,"Reduced social life and dependence on Ai partners, hence human interaction reduces",-- / 0,
9.00 / 10,I am highly aware.,-- / 0,,Yes,1.00 / 1,,I am highly aware.,-- / 0,,No,0.00 / 1,,I am not aware,-- / 0,,Yes,1.00 / 1,,I am not aware,-- / 0,,Yes,1.00 / 1,,I am highly aware,-- / 0,,No,1.00 / 1,,I am highly aware,-- / 0,,No,1.00 / 1,,I am not aware,-- / 0,,Yes,1.00 / 1,,I am highly aware,-- / 0,,Yes,1.00 / 1,,I am highly aware,-- / 0,,No,1.00 / 1,,I am not aware,-- / 0,,No,1.00 / 1,,"yeah it should be regulated. these days it is very hard to ditinguish what is real and not. we the youth understand that this may be a deepfake and not believe it but some in part of the world ,someone's mom would think that this is all real and misguide other elder people like her .if this keeps growing ,we wont be able to differentiate what is real and what not 
many court cases are based on these videos which can be misused in many ways",-- / 0,,it shoulb be specifically mentioned that it is a deepfake and everyone should be made aware that this is deepfake and what it means then only we can use it in any form,-- / 0,,i think it is completely unethical. it might be funny in ways,-- / 0,,"like i mentioned court cases and if not court cases ,then in a society justice needs to served and if someone leaks some deep fake video of other doing wrong and can accuse him of bad doing and his reputation may be ruined .once it is ruined no body cares if it was deepfake or real",-- / 0,,idk,-- / 0,
6.00 / 10,I am moderately aware.,-- / 0,,Yes,1.00 / 1,,i am not aware,-- / 0,,No,0.00 / 1,,I am not aware,-- / 0,,Yes,1.00 / 1,,I am moderately aware,-- / 0,,No,0.00 / 1,,I am moderately aware,-- / 0,,Yes,0.00 / 1,,I am highly aware,-- / 0,,No,1.00 / 1,,I am not aware,-- / 0,,No,0.00 / 1,,I am moderately aware,-- / 0,,Yes,1.00 / 1,,I am not aware,-- / 0,,No,1.00 / 1,,I am not aware,-- / 0,,No,1.00 / 1,,"Yes, I do believe that deepfake technology should be regulated as it capable of reaching a very large audience in a very short amount of time if used with malicious intents. People in the past have advocated proactively for the same because they have been either harmed/tried to be copied using deepfake technology.",-- / 0,,Deepfake is especially useful in the education sector as it can convert monotonic and boring books and lectures into AI based learning models with interactive classes. Entertainment industry would see a drastic change as actors would be replaced by animators who use deepfake technology to recreate the same scenes in a way cheaper and faster manner.,-- / 0,,"Yes it can very well be used for ethical purposes as mentioned above, but still need regulations as it's a thin line between using it to promote unity and radicalize a group of people against each other. Even unintentional use might lead to bad outcomes.",-- / 0,,"Deepfakes can be used in the education sector, entertainment industry, healthcare sector, security as it may enable automate these sectors very efficiently",-- / 0,,"There are many legal and ethical problems with deepfake, it can be used to spread misinformation, invade privacy, character assassination, and be a part of many security risks due to impersonation. ",-- / 0,
9.00 / 10,I am highly aware.,-- / 0,,No,0.00 / 1,,I am moderately aware,-- / 0,,Yes,1.00 / 1,,I am moderately aware,-- / 0,,Yes,1.00 / 1,,I am moderately aware,-- / 0,,Yes,1.00 / 1,,I am moderately aware,-- / 0,,No,1.00 / 1,,I am not aware,-- / 0,,No,1.00 / 1,,I am not aware,-- / 0,,Yes,1.00 / 1,,I am moderately aware,-- / 0,,Yes,1.00 / 1,,I am moderately aware,-- / 0,,No,1.00 / 1,,I am moderately aware,-- / 0,,No,1.00 / 1,,"Yes, as criminals may misuse it for blackmailing and impersonating.",-- / 0,,none,-- / 0,,"Yes, I draw the line where the technology is being used to threaten, bully or impersonate someone",-- / 0,,As mentioned above recreate historical figures for educational use,-- / 0,,Blackmailing and impersonATING,-- / 0,
7.00 / 10,I am moderately aware.,-- / 0,,Yes,1.00 / 1,,I am moderately aware,-- / 0,,No,0.00 / 1,,I am not aware,-- / 0,,Yes,1.00 / 1,,I am not aware,-- / 0,,No,0.00 / 1,,I am moderately aware,-- / 0,,No,1.00 / 1,,I am moderately aware,-- / 0,,No,1.00 / 1,,I am not aware,-- / 0,,Yes,1.00 / 1,,I am not aware,-- / 0,,No,0.00 / 1,,I am not aware,-- / 0,,No,1.00 / 1,,I am not aware,-- / 0,,No,1.00 / 1,,"Yes, it definitely should be. Considering the maturity level of today's generation, it is highly likely that the technology is going to be misused.",-- / 0,,"By giving a genuine disclaimer and also, not using it multiple times for the same person( not targeting someone like that), I think, in such situations, it is ethical.",-- / 0,,"Yes it definitely is a great tool for creativity and innovation but that aspect of the technology is rarely going to be used. Mostly, I believe, people are gonna use it for entertainment only. But if someone is actually using in a good way, like not harming someone's image in society, and rather producing some creative and fun articles, it's good in that way.",-- / 0,,For entertainment and using your talent in creativity to create harmless contents.,-- / 0,,"Spreading of fake information or wrong image of someone is one of the biggest negative consequence of using deepfake. Some people might also start believing in the fake world created by them, like excessive self praising and all,etc.",-- / 0,
7.00 / 10,I am moderately aware.,-- / 0,,No,0.00 / 1,,I am moderately aware,-- / 0,,Yes,1.00 / 1,,I am not aware,-- / 0,,Yes,1.00 / 1,,I am highly aware,-- / 0,,Yes,1.00 / 1,,I am highly aware,-- / 0,,No,1.00 / 1,,I am highly aware,-- / 0,,No,1.00 / 1,,I am highly aware,-- / 0,,Yes,1.00 / 1,,I am highly aware,-- / 0,,No,0.00 / 1,,I am moderately aware,-- / 0,,No,1.00 / 1,,I am not aware,-- / 0,,Yes,0.00 / 1,,yes since there can be breach of privacy and question to safety and welfare of people.,-- / 0,,when we need a substitute in absence of the actual person/facility.,-- / 0,,yes until it does not manipulate the users w.r.t historical facts.,-- / 0,,in advertisements : we dont want to interupt the real person for short period of screentime if he is busy etc.,-- / 0,,using them for creating fake witnesses and proofs to hide crimes.,-- / 0,
